"Outcome_M9","Quan_2","Quan_3","Quan_4","Quan_5","Quan_7","Quan_8","Quan_9","Quan_10","Quan_13","Quan_14","Cat_4","Quan_18","Cat_349","Cat_359","Cat_388","Quant_24","Quant_25","Cat_469","Cat_470","Cat_494","Quan_27"
3000,6700,117,0,0,0,0,0,0,0,0,"42",0,"0","0","0",0,0,"2","0","0",0
2000,7500,58,360652,8,2,8,8,4,4,4,"264",0,"0","0","0",0,0,"0","0","0",1
8000,9400,142,2363963,0,0,0,0,0,0,0,"646",0,"2","0","0",0,0,"2","1","1",0
500,6500,54,94125,0,0,0,0,0,0,0,"356",0,"0","0","0",0,0,"0","0","0",0
500,7400,46,228284,0,0,0,0,0,0,0,"8",0,"0","0","0",40,40,"0","0","0",0
500,4900,59,12871,0,0,0,0,0,0,0,"456",0,"0","0","0",0,0,"0","0","0",0
500,5400,91,214370,0,0,0,0,0,0,0,"254",0,"0","0","0",2,0,"0","0","0",0
500,3500,5,22501,0,0,0,0,0,0,0,"386",0,"0","0","0",0,0,"0","0","0",0
2000,8200,89,397585,0,0,0,0,0,0,0,"55",0,"0","0","0",0,0,"0","0","0",0
500,7900,97,352519,0,0,0,0,0,0,0,"541",0,"0","0","0",0,0,"2","0","0",0
500,5900,44,373752,42,23,42,42,22,22,22,"1350",0,"0","0","0",0,0,"0","0","0",0
500,8600,84,114820,0,0,0,0,0,0,0,"374",12,"0","0","0",43,43,"2","0","0",0
500,6100,92,305595,26,12,26,26,22,22,22,"252",0,"0","0","0",0,0,"0","0","0",0
500,6100,5,227165,13,8,13,13,2,2,2,"382",0,"0","0","0",0,0,"0","0","0",0
2000,8300,77,1503860,0,0,0,0,0,0,0,"39",0,"0","0","2",32,32,"0","0","0",0
500,6400,100,0,0,0,0,0,0,0,0,"496",0,"0","0","0",0,0,"0","0","0",0
3000,9000,136,2180621,0,0,0,0,0,0,0,"243",16,"0","0","0",0,0,"0","0","1",0
2000,7900,106,538747,0,0,0,0,0,0,0,"448",0,"0","0","0",0,0,"2","0","0",0
3000,9100,80,262738,15,4,15,15,7,7,7,"32",0,"0","0","0",35,35,"0","0","0",0
500,8200,87,1815872,0,0,0,0,0,0,0,"128",0,"0","0","0",98,98,"2","0","0",0
500,6800,50,598947,0,0,0,0,0,0,0,"244",0,"0","0","0",5,0,"0","0","0",0
500,7700,57,1153618,38,17,38,38,14,14,14,"860",0,"0","0","0",0,0,"0","0","0",0
500,7100,7,0,1,0,1,1,1,1,1,"854",0,"0","0","0",34,0,"0","0","1",0
500,6900,52,25475,0,0,0,0,0,0,0,"158",0,"0","0","0",20,20,"0","0","0",0
500,5700,50,77366,0,0,0,0,0,0,0,"226",0,"0","0","0",34,34,"0","0","0",0
2000,8100,72,394304,0,0,0,0,0,0,0,"44",0,"0","0","0",0,0,"0","0","0",0
500,7600,57,135646,0,0,0,0,0,0,0,"282",0,"0","0","0",30,30,"0","0","0",0
2000,3500,6,47904,42,37,42,42,5,5,5,"1193",0,"0","0","0",0,0,"0","0","0",0
500,6000,7,0,1,0,1,1,1,1,1,"677",0,"0","0","0",0,0,"0","0","0",0
500,8100,53,603869,0,0,0,0,0,0,0,"153",0,"0","2","0",0,0,"0","0","0",0
2000,6800,13,685970,48,30,48,48,5,5,5,"1134",0,"0","0","0",0,0,"0","0","0",0
2000,8800,141,873287,0,0,0,0,0,0,0,"87",8,"0","0","0",80,80,"2","0","0",0
500,7500,66,312,0,0,0,0,0,0,0,"891",0,"0","0","0",0,0,"0","0","0",0
500,5500,16,64356,2,0,2,2,2,2,2,"281",0,"0","0","0",12,12,"0","0","0",0
2000,7500,59,0,23,7,23,23,6,6,6,"422",0,"0","0","0",42,42,"2","0","0",0
500,4000,18,114640,0,0,0,0,0,0,0,"256",0,"0","0","0",9,9,"0","0","0",0
500,6000,18,299523,0,0,0,0,0,0,0,"196",0,"0","0","0",0,4,"0","0","0",0
2000,7900,81,123327,0,0,0,0,0,0,0,"43",0,"0","0","0",0,7,"2","0","0",0
500,7800,70,381,0,0,0,0,0,0,0,"428",0,"0","0","0",0,0,"0","0","0",0
500,5900,94,317271,6,2,6,6,4,4,4,"564",0,"0","0","0",0,0,"0","0","0",0
5000,9300,156,922361,0,0,0,0,0,0,0,"1",0,"0","0","0",20,0,"0","1","1",4
500,5100,30,308925,0,0,0,0,0,0,0,"212",0,"0","0","0",0,0,"0","0","0",0
500,5300,4,0,0,0,0,0,0,0,0,"890",0,"0","0","0",0,0,"0","0","0",0
500,5000,8,180029,0,0,0,0,0,0,0,"481",0,"0","0","0",0,0,"0","0","0",0
500,5400,83,540020,0,0,0,0,0,0,0,"20",0,"0","0","0",3,0,"0","0","0",0
500,7500,49,0,1,0,1,1,0,0,0,"833",0,"0","0","0",0,0,"0","0","0",0
500,6400,34,19555,0,0,0,0,0,0,0,"151",0,"0","0","0",0,0,"0","0","0",0
500,7000,50,87643,0,0,0,0,0,0,0,"218",16,"0","0","0",0,0,"0","0","0",0
2000,4800,67,315645,46,36,46,46,7,7,7,"1122",0,"0","0","0",17,17,"0","0","0",0
3000,7500,61,257699,37,4,37,37,27,27,27,"79",0,"0","0","0",124,124,"0","0","0",0
500,0,2,0,0,0,0,0,0,0,0,"760",0,"0","0","0",0,0,"0","0","0",0
10000,8300,49,411958,0,0,0,0,0,0,0,"6",0,"0","0","0",30,30,"2","0","0",0
500,5200,68,0,0,0,0,0,0,0,0,"549",0,"0","0","0",0,0,"0","0","0",0
500,7600,39,0,2,1,2,2,1,1,1,"841",0,"0","0","0",5,5,"0","0","1",0
500,7000,30,22522,0,0,0,0,0,0,0,"451",0,"0","0","0",0,0,"0","0","0",0
500,8600,56,114820,0,0,0,0,0,0,0,"374",0,"0","0","0",43,43,"2","0","0",0
5000,7000,61,513190,0,0,0,0,0,0,0,"123",0,"0","0","0",12,12,"0","0","0",0
3000,8100,49,18034,0,0,0,0,0,0,0,"48",0,"0","0","0",621,621,"2","0","0",0
500,8300,69,14306,8,3,8,8,2,2,2,"1010",0,"0","0","0",24,0,"0","0","0",0
500,5700,29,8895,0,0,0,0,0,0,0,"372",0,"0","0","0",0,0,"0","0","0",0
500,7700,119,241135,0,0,0,0,0,0,0,"218",12,"0","0","0",2,0,"0","0","0",0
500,8700,128,1749217,0,0,0,0,0,0,0,"129",0,"0","0","0",0,0,"2","0","1",0
2000,9200,80,922361,0,0,0,0,0,0,0,"1",0,"0","0","0",20,0,"2","1","1",3
500,6200,47,4315,0,0,0,0,0,0,0,"642",0,"0","0","0",40,40,"0","0","0",0
500,6000,5,152120,0,0,0,0,0,0,0,"174",0,"0","0","0",30,30,"0","0","0",0
500,6300,83,334974,0,0,0,0,0,0,0,"455",0,"0","0","0",2,0,"0","0","0",0
500,7500,27,6274,0,0,0,0,0,0,0,"47",0,"0","0","0",0,0,"0","0","0",0
2000,8100,111,670440,0,0,0,0,0,0,0,"725",0,"0","0","0",0,0,"2","0","0",0
500,7700,48,6274,0,0,0,0,0,0,0,"47",0,"0","0","0",0,0,"0","0","0",0
500,6200,59,746269,0,0,0,0,0,0,0,"18",0,"0","0","0",0,0,"0","0","1",0
2000,7100,94,123467,0,0,0,0,0,0,0,"152",0,"0","0","0",0,0,"0","0","0",0
500,7600,89,90686,33,17,33,33,19,19,19,"18",0,"0","0","0",4,0,"0","0","0",0
500,7600,71,4538,0,0,0,0,0,0,0,"655",0,"0","0","0",0,0,"0","0","0",0
3000,8200,77,242674,31,13,31,31,9,9,9,"48",0,"0","0","0",199,199,"0","0","0",0
2000,8300,101,673497,0,0,0,0,0,0,0,"274",0,"0","0","0",0,0,"0","0","0",0
500,5400,3,0,0,0,0,0,0,0,0,"863",0,"0","0","0",9,9,"0","0","0",0
500,6100,38,391657,0,0,0,0,0,0,0,"388",0,"0","0","0",32,32,"0","0","0",0
500,5500,50,55958,0,0,0,0,0,0,0,"67",0,"0","0","0",26,26,"0","0","0",0
500,6200,93,341566,0,0,0,0,0,0,0,"305",0,"0","0","0",10,13,"0","0","0",0
5000,8100,73,883301,0,0,0,0,0,0,0,"413",0,"0","0","0",46,46,"2","1","0",0
500,7400,33,0,4,2,4,4,1,1,1,"201",0,"0","0","0",325,325,"0","0","0",0
500,5700,42,181085,0,0,0,0,0,0,0,"715",0,"0","0","0",43,43,"0","0","0",0
2000,8900,110,674410,0,0,0,0,0,0,0,"81",8,"0","0","0",310,310,"2","0","0",0
2000,7600,39,513282,0,0,0,0,0,0,0,"49",0,"0","0","0",54,54,"2","0","0",0
500,6200,30,84124,0,0,0,0,0,0,0,"393",10,"0","0","0",0,0,"0","0","0",0
500,5900,39,0,6,0,6,6,6,6,6,"926",0,"0","0","0",0,0,"0","0","0",0
500,7200,39,0,0,0,0,0,0,0,0,"198",0,"0","0","0",114,114,"0","0","0",0
500,6900,65,0,25,4,25,25,13,13,13,"22",0,"0","0","0",6,6,"0","0","0",0
500,6100,11,221857,0,0,0,0,0,0,0,"174",0,"0","0","0",18,18,"0","0","0",0
500,5900,54,9772,1,0,1,1,1,1,1,"895",0,"0","0","0",8,8,"0","0","0",0
8000,8600,137,4365238,204,39,204,204,83,83,83,"11",18,"0","0","0",0,0,"0","0","1",0
500,5400,22,0,0,0,0,0,0,0,0,"621",0,"0","0","0",0,0,"0","0","0",0
2000,8300,72,304545,0,0,0,0,0,0,0,"286",0,"0","0","0",27,0,"0","0","0",0
2000,8500,103,169907,54,21,54,54,42,42,42,"754",0,"0","0","0",0,0,"2","0","1",0
500,8000,45,0,0,0,0,0,0,0,0,"406",0,"0","0","0",12,12,"0","0","0",0
500,5200,7,86725,5,0,5,5,3,3,3,"1229",0,"0","0","0",0,0,"0","0","0",0
500,8400,10,0,1,0,1,1,0,0,0,"1168",0,"0","0","0",0,0,"0","0","0",0
500,7000,8,327421,0,0,0,0,0,0,0,"69",0,"0","0","0",0,0,"0","0","0",0
500,5900,49,95291,0,0,0,0,0,0,0,"66",0,"0","0","0",41,41,"0","0","0",0
500,6400,73,398306,0,0,0,0,0,0,0,"250",0,"0","0","2",6,0,"0","0","1",0
500,6900,28,67486,0,0,0,0,0,0,0,"201",0,"0","0","0",329,329,"0","0","0",0
500,7500,26,0,6,3,6,6,1,1,1,"201",0,"0","0","0",325,325,"0","0","0",0
500,4300,38,367328,0,0,0,0,0,0,0,"714",0,"0","0","0",0,0,"0","0","0",0
500,6600,49,84124,0,0,0,0,0,0,0,"393",10,"0","0","0",0,0,"0","0","0",0
500,5700,7,176797,3,0,3,3,3,3,3,"1234",0,"0","0","0",13,13,"0","0","0",0
500,3800,17,191088,0,0,0,0,0,0,0,"15",0,"0","0","0",0,0,"0","0","0",0
3000,8000,71,1164838,0,0,0,0,0,0,0,"44",0,"0","0","2",53,53,"0","0","0",0
500,8800,93,1834182,0,0,0,0,0,0,0,"279",0,"0","0","0",4,4,"0","0","1",0
2000,8800,34,28203,0,0,0,0,0,0,0,"52",7,"0","0","0",30,30,"0","0","0",0
500,6300,11,74602,0,0,0,0,0,0,0,"675",0,"0","0","0",10,0,"0","0","0",0
500,5800,59,0,49,10,49,49,9,9,9,"1073",0,"0","0","0",0,0,"0","0","0",0
500,6300,5,22239,4,1,4,4,3,3,3,"681",0,"0","0","0",0,0,"0","0","0",0
500,5400,3,144712,2,0,2,2,2,2,2,"262",0,"0","0","0",0,0,"0","0","0",0
2000,8000,77,385852,0,0,0,0,0,0,0,"203",0,"0","0","0",26,26,"2","0","0",0
500,6400,43,232964,0,0,0,0,0,0,0,"221",0,"0","0","0",0,0,"0","0","0",0
3000,9100,143,582649,0,0,0,0,0,0,0,"565",0,"0","0","0",0,0,"2","1","1",0
500,7600,71,228284,0,0,0,0,0,0,0,"8",0,"0","0","0",19,19,"0","0","0",0
500,7200,66,148530,0,0,0,0,0,0,0,"635",0,"0","0","0",6,0,"0","0","0",0
5000,8400,136,1345876,0,0,0,0,0,0,0,"445",0,"0","0","0",10,10,"2","0","1",2
3000,7000,64,437694,0,0,0,0,0,0,0,"44",0,"0","0","2",25,25,"0","0","0",0
500,5500,10,152120,0,0,0,0,0,0,0,"174",0,"0","0","0",30,30,"0","0","0",0
500,5900,26,0,0,0,0,0,0,0,0,"621",0,"0","0","0",0,0,"0","0","0",0
500,7800,58,25120,0,0,0,0,0,0,0,"199",0,"0","0","0",110,110,"0","0","0",0
5000,8700,74,222511,0,0,0,0,0,0,0,"48",0,"0","0","0",512,512,"2","0","0",0
500,6000,31,55669,37,12,37,37,19,19,19,"1362",0,"0","0","0",92,92,"0","0","0",0
2000,8400,93,1616915,0,0,0,0,0,0,0,"40",0,"0","0","0",72,72,"0","0","0",0
2000,7700,48,513282,0,0,0,0,0,0,0,"49",0,"0","0","0",54,54,"2","0","0",0
23000,9600,146,2479325,0,0,0,0,0,0,0,"361",0,"2","2","0",0,0,"2","0","1",2
500,8300,126,639700,0,0,0,0,0,0,0,"80",2,"0","0","0",0,0,"2","0","0",0
500,6100,86,0,0,0,0,0,0,0,0,"70",0,"0","0","0",22,22,"0","0","0",0
500,7000,44,1014891,0,0,0,0,0,0,0,"284",0,"0","0","0",4,4,"0","0","0",0
500,6400,43,0,1,0,1,1,1,1,1,"1089",0,"0","0","0",0,0,"0","0","0",0
500,7700,71,1153618,0,0,0,0,0,0,0,"860",0,"0","0","0",0,0,"0","0","0",0
3000,9000,96,1329383,0,0,0,0,0,0,0,"385",0,"0","0","0",0,0,"0","1","1",5
500,2800,51,233505,0,0,0,0,0,0,0,"447",0,"0","0","2",0,0,"0","0","0",0
500,4600,44,487737,29,13,29,29,11,11,11,"19",0,"0","0","2",0,0,"0","0","0",0
500,4800,5,37066,0,0,0,0,0,0,0,"10",0,"0","0","0",0,0,"0","0","0",0
500,6800,88,240488,0,0,0,0,0,0,0,"414",0,"0","0","0",0,0,"2","0","0",0
500,6500,93,62744,0,0,0,0,0,0,0,"181",16,"0","0","0",42,42,"0","0","0",0
500,7500,64,91439,10,2,10,10,5,5,5,"279",0,"0","0","0",0,0,"0","0","0",0
500,7800,87,2241,3,0,3,3,2,2,2,"900",0,"0","0","0",62,0,"0","0","0",0
500,6700,19,67486,0,0,0,0,0,0,0,"201",0,"0","0","0",329,329,"0","0","0",0
500,7200,73,20658,0,0,0,0,0,0,0,"270",0,"0","0","0",0,0,"0","0","0",0
500,7500,67,2330,0,0,0,0,0,0,0,"210",0,"0","0","0",50,0,"0","0","0",0
3000,7900,64,145077,47,24,47,47,12,12,12,"44",0,"0","0","2",0,0,"0","0","0",0
2000,8800,55,16504,26,13,26,26,9,9,9,"52",0,"0","0","0",0,0,"0","0","0",0
500,7700,88,537923,0,0,0,0,0,0,0,"407",0,"0","0","0",0,0,"0","0","1",0
500,5400,17,64356,2,0,2,2,2,2,2,"281",0,"0","0","0",12,12,"0","0","0",0
500,6300,51,195081,0,0,0,0,0,0,0,"291",0,"0","0","0",2,2,"0","0","0",0
500,4300,4,180029,0,0,0,0,0,0,0,"481",0,"0","0","0",0,0,"0","0","0",0
500,7000,67,121700,0,0,0,0,0,0,0,"597",0,"0","0","0",0,0,"0","0","0",0
500,7100,80,121700,0,0,0,0,0,0,0,"597",0,"0","0","0",0,0,"2","0","0",0
2000,8100,135,451502,0,0,0,0,0,0,0,"490",6,"0","0","0",0,0,"2","0","1",0
2000,7800,57,12461,0,0,0,0,0,0,0,"199",0,"0","0","0",256,256,"0","0","0",0
500,6100,27,459861,0,0,0,0,0,0,0,"5",0,"0","0","0",0,0,"0","0","0",0
500,7100,45,0,0,0,0,0,0,0,0,"42",0,"0","0","0",0,0,"0","0","0",0
500,4600,45,92257,0,0,0,0,0,0,0,"240",0,"0","0","0",0,0,"0","0","0",0
500,4000,30,396868,10,4,10,10,6,6,6,"1044",0,"0","0","0",6,6,"0","0","0",0
500,6900,48,204611,0,0,0,0,0,0,0,"96",0,"0","0","0",25,25,"0","0","0",0
2000,8500,97,648530,0,0,0,0,0,0,0,"190",6,"0","0","2",0,9,"2","0","0",0
2000,8200,55,467424,0,0,0,0,0,0,0,"38",0,"0","0","0",27,27,"2","0","0",0
500,6900,31,688576,0,0,0,0,0,0,0,"96",0,"0","0","0",17,17,"0","0","0",0
2000,9200,113,752566,0,0,0,0,0,0,0,"32",0,"0","0","0",19,19,"2","0","1",0
2000,8700,78,1172663,34,17,34,34,9,9,9,"48",0,"0","0","0",0,0,"2","0","0",0
19000,9700,112,2089715,0,0,0,0,0,0,0,"361",0,"2","2","0",0,0,"2","0","1",2
3000,8600,113,850081,0,0,0,0,0,0,0,"38",0,"0","0","0",48,48,"0","0","0",0
2000,7700,82,241135,0,0,0,0,0,0,0,"218",0,"0","0","0",2,0,"0","0","0",0
500,6000,46,398306,0,0,0,0,0,0,0,"250",0,"0","0","2",6,6,"0","0","1",0
500,8100,29,72764,0,0,0,0,0,0,0,"4",0,"0","0","0",326,326,"0","0","0",0
2000,7000,39,779723,0,0,0,0,0,0,0,"5",0,"0","0","0",120,120,"0","0","0",0
500,6700,82,0,26,4,26,26,13,13,13,"22",0,"0","0","0",6,6,"0","0","0",0
2000,7500,59,769387,34,14,34,34,15,15,15,"179",0,"0","0","0",70,70,"2","0","1",0
8000,7400,66,1242470,99,48,99,99,28,28,28,"1118",0,"0","0","0",0,0,"0","0","0",0
3000,8100,98,506824,0,0,0,0,0,0,0,"169",0,"0","0","0",6,0,"0","0","1",0
2000,8400,72,3030132,89,30,89,89,61,61,61,"39",0,"0","0","2",32,32,"0","0","0",0
2000,6100,112,49260,0,0,0,0,0,0,0,"85",0,"0","0","0",7,0,"0","0","0",0
500,3200,49,0,49,37,49,49,6,6,6,"1263",0,"0","0","0",0,0,"0","0","0",0
500,7400,40,115259,2,0,2,2,2,2,2,"372",0,"0","0","0",3,3,"0","0","0",0
3000,8200,103,907724,0,0,0,0,0,0,0,"486",4,"0","0","0",0,0,"0","1","0",16
500,6900,22,76488,0,0,0,0,0,0,0,"201",0,"0","0","0",64,64,"0","0","0",0
2000,8600,89,1006612,0,0,0,0,0,0,0,"657",0,"0","0","0",0,0,"0","0","0",0
500,7000,86,70234,0,0,0,0,0,0,0,"497",0,"0","0","0",42,42,"0","0","0",0
500,6800,49,0,0,0,0,0,0,0,0,"7",0,"0","0","0",0,0,"0","0","0",0
2000,8500,107,793713,0,0,0,0,0,0,0,"123",0,"0","0","0",0,0,"0","0","0",0
2000,8300,26,534158,0,0,0,0,0,0,0,"6",0,"0","0","0",0,0,"0","0","0",0
500,7600,73,74139,0,0,0,0,0,0,0,"53",0,"0","0","0",0,0,"0","0","0",0
500,4800,77,25811,0,0,0,0,0,0,0,"570",0,"0","0","0",2,0,"0","0","0",0
2000,7100,60,924460,0,0,0,0,0,0,0,"40",0,"0","0","0",75,75,"2","0","0",0
500,1600,13,0,0,0,0,0,0,0,0,"397",0,"2","0","0",0,0,"0","0","0",0
500,7300,85,546056,0,0,0,0,0,0,0,"260",0,"0","0","0",0,0,"0","0","0",0
500,5500,76,0,0,0,0,0,0,0,0,"300",4,"0","0","0",0,0,"0","0","0",0
2000,5400,37,331563,0,0,0,0,0,0,0,"360",0,"0","0","0",81,81,"0","0","0",0
2000,5400,56,564834,0,0,0,0,0,0,0,"369",0,"0","0","0",10,0,"0","0","0",0
2000,7400,60,94900,0,0,0,0,0,0,0,"495",0,"0","0","2",55,55,"0","0","0",0
